#Re    B    Pr    Pe    BPe    t    uh_rms    tdisp    mdisp    eta (local)    eta (global)    lam tdisp    lam mdisp    lam eta (local)    lam eta (global)    lam_Fr tdisp    lam_Fr mdisp    lam_Fr eta (local)    lam_Fr eta (global)    lam_Fr_vortz tdisp    lam_Fr_vortz mdisp    lam_Fr_vortz eta (local)    lam_Fr_vortz eta (global)    turb tdisp    turb mdisp    turb eta (local)    turb eta (global)    turb_Fr tdisp    turb_Fr mdisp    turb_Fr eta (local)    turb_Fr eta (global)    turb_Fr_vortz tdisp    turb_Fr_vortz mdisp    turb_Fr_vortz eta (local)    turb_Fr_vortz eta (global)    vlam    vturb    vlam_Fr    vturb_Fr    vlam_Fr_vortz    vturb_Fr_vortz    wrms    lam wrms    turb wrms    lam_Fr wrms    turb_Fr wrms    lam_Fr_vortz wrms    turb_Fr_vortz wrms    lam wrms wght    turb wrms wght    lam wrms eff wght    turb wrms eff wght    vortz_rms    
# Index 000: Re = 600.00, Pe =  60.00, B = 300.00
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.1022e+01    3.0657e+00    9.0618e+00    6.6519e-01    7.2294e+00    2.5897e+02    3.5045e-01    2.1824e-01    6.0174e-01    7.3751e+00    1.2801e+02    4.4580e-01    3.6553e-01    6.7596e-01    7.2032e+00    2.8250e+02    3.3041e-01    2.0318e-01    6.0036e-01    7.4169e+00    1.2714e+02    4.4842e-01    3.6843e-01    6.7112e-01    7.2113e+00    2.7170e+02    3.3949e-01    2.0975e-01    6.0526e-01    7.3002e+00    1.3059e+02    4.3922e-01    3.5856e-01    6.8475e-01    7.2049e+00    3.0350e+02    3.1384e-01    1.9185e-01    1.5231e-01    8.4769e-01    8.8062e-02    9.1194e-01    2.5753e-01    7.4247e-01    5.9758e-01    8.0146e-01    1.9492e-01    2.6142e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.2210e+01    2.9608e+00    7.9939e+00    6.1971e-01    5.5555e+00    2.0202e+02    3.4198e-01    2.1569e-01    5.6263e-01    5.7940e+00    1.0455e+02    4.2985e-01    3.5657e-01    6.3072e-01    5.5068e+00    2.2190e+02    3.2112e-01    1.9882e-01    5.6121e-01    5.8388e+00    1.0368e+02    4.3269e-01    3.6027e-01    6.2588e-01    5.5240e+00    2.1296e+02    3.3036e-01    2.0597e-01    5.6594e-01    5.7155e+00    1.0684e+02    4.2323e-01    3.4852e-01    6.3938e-01    5.4934e+00    2.3900e+02    3.0462e-01    1.8689e-01    1.6945e-01    8.3055e-01    1.0009e-01    8.9991e-01    2.7983e-01    7.2017e-01    5.6713e-01    7.4985e-01    1.9155e-01    2.5326e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.3357e+01    2.9198e+00    7.5938e+00    6.2383e-01    5.3841e+00    1.9010e+02    3.5727e-01    2.2071e-01    5.6586e-01    5.7585e+00    9.6027e+01    4.5226e-01    3.7487e-01    6.3617e-01    5.2997e+00    2.1130e+02    3.3214e-01    2.0052e-01    5.6466e-01    5.8005e+00    9.4949e+01    4.5589e-01    3.7923e-01    6.3074e-01    5.3327e+00    2.0183e+02    3.4316e-01    2.0900e-01    5.6852e-01    5.6745e+00    9.8496e+01    4.4423e-01    3.6553e-01    6.4604e-01    5.2599e+00    2.2927e+02    3.1279e-01    1.8661e-01    1.8392e-01    8.1608e-01    1.0975e-01    8.9025e-01    2.9954e-01    7.0046e-01    5.6711e-01    7.7896e-01    1.9423e-01    2.6678e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.4304e+01    2.9870e+00    8.2569e+00    6.7003e-01    5.9595e+00    2.2107e+02    3.6895e-01    2.1233e-01    5.6967e-01    5.7793e+00    9.8277e+01    4.6216e-01    3.7030e-01    6.9059e-01    6.0000e+00    2.4868e+02    3.4455e-01    1.9438e-01    5.6823e-01    5.7900e+00    9.7247e+01    4.6495e-01    3.7319e-01    6.8134e-01    5.9801e+00    2.3609e+02    3.5556e-01    2.0210e-01    5.7378e-01    5.7513e+00    1.0105e+02    4.5450e-01    3.6272e-01    7.0766e-01    6.0496e+00    2.7304e+02    3.2500e-01    1.8138e-01    1.8355e-01    8.1645e-01    1.0815e-01    8.9185e-01    3.0217e-01    6.9783e-01    5.6839e-01    9.9163e-01    1.9029e-01    3.3198e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.5148e+01    2.8909e+00    9.3799e+00    7.5591e-01    5.6864e+00    2.8391e+02    3.5393e-01    1.6687e-01    6.2117e-01    5.4232e+00    1.0716e+02    4.4928e-01    3.3602e-01    7.8198e-01    5.7433e+00    3.2210e+02    3.2973e-01    1.5133e-01    6.1976e-01    5.4415e+00    1.0620e+02    4.5208e-01    3.3880e-01    7.7048e-01    5.7155e+00    3.0502e+02    3.4040e-01    1.5781e-01    6.2539e-01    5.3902e+00    1.0990e+02    4.4240e-01    3.2906e-01    8.0312e-01    5.8074e+00    3.5494e+02    3.1066e-01    1.4061e-01    1.7769e-01    8.2231e-01    1.0618e-01    8.9382e-01    2.8990e-01    7.1010e-01    6.1598e-01    1.2754e+00    2.1308e-01    4.4117e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.5995e+01    2.8607e+00    1.0234e+01    7.8307e-01    6.8902e+00    3.3160e+02    3.5858e-01    1.7204e-01    6.5122e-01    6.4476e+00    1.1653e+02    4.6040e-01    3.5621e-01    8.0810e-01    6.9833e+00    3.7688e+02    3.3320e-01    1.5633e-01    6.4900e-01    6.4775e+00    1.1507e+02    4.6424e-01    3.6016e-01    7.9730e-01    6.9385e+00    3.5696e+02    3.4409e-01    1.6274e-01    6.5674e-01    6.4003e+00    1.2017e+02    4.5196e-01    3.4753e-01    8.2713e-01    7.0812e+00    4.1406e+02    3.1474e-01    1.4604e-01    1.7393e-01    8.2607e-01    1.0486e-01    8.9514e-01    2.8059e-01    7.1941e-01    6.4991e-01    1.2104e+00    2.2719e-01    4.2313e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.6911e+01    2.7328e+00    9.9628e+00    7.3868e-01    7.9649e+00    3.1625e+02    3.6296e-01    2.0118e-01    6.3570e-01    7.4694e+00    1.2313e+02    4.6575e-01    3.7759e-01    7.5765e-01    8.0642e+00    3.5498e+02    3.3861e-01    1.8512e-01    6.3390e-01    7.5082e+00    1.2194e+02    4.6879e-01    3.8109e-01    7.4974e-01    8.0171e+00    3.3850e+02    3.4880e-01    1.9149e-01    6.3976e-01    7.4125e+00    1.2611e+02    4.5895e-01    3.7019e-01    7.7136e-01    8.1647e+00    3.8506e+02    3.2122e-01    1.7494e-01    1.6704e-01    8.3296e-01    1.0272e-01    8.9728e-01    2.6573e-01    7.3427e-01    6.3317e-01    1.0162e+00    2.3169e-01    3.7185e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.7959e+01    2.5679e+00    9.0646e+00    7.0401e-01    7.5260e+00    2.5868e+02    3.6786e-01    2.2537e-01    6.2541e-01    7.7575e+00    1.1765e+02    4.7127e-01    3.9736e-01    7.1817e-01    7.4814e+00    2.8586e+02    3.4439e-01    2.0743e-01    6.2392e-01    7.8060e+00    1.1691e+02    4.7359e-01    4.0037e-01    7.1255e-01    7.4941e+00    2.7481e+02    3.5384e-01    2.1427e-01    6.2852e-01    7.6593e+00    1.1974e+02    4.6525e-01    3.9012e-01    7.2756e-01    7.4813e+00    3.0524e+02    3.2883e-01    1.9685e-01    1.6156e-01    8.3844e-01    1.0213e-01    8.9787e-01    2.5101e-01    7.4899e-01    6.1624e-01    9.0644e-01    2.3998e-01    3.5299e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.8986e+01    2.3535e+00    9.1846e+00    7.6984e-01    8.7310e+00    2.6405e+02    3.8036e-01    2.4849e-01    6.7533e-01    9.5347e+00    1.1491e+02    4.8766e-01    4.5347e-01    7.8753e-01    8.5690e+00    2.9412e+02    3.5482e-01    2.2561e-01    6.7326e-01    9.6352e+00    1.1375e+02    4.9146e-01    4.5860e-01    7.8109e-01    8.6178e+00    2.8287e+02    3.6408e-01    2.3352e-01    6.7870e-01    9.3755e+00    1.1729e+02    4.8078e-01    4.4424e-01    7.9775e-01    8.5175e+00    3.1268e+02    3.4062e-01    2.1408e-01    1.6778e-01    8.3222e-01    1.1123e-01    8.8877e-01    2.4888e-01    7.5112e-01    6.7650e-01    1.0818e+00    2.8745e-01    4.5964e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.0039e+01    2.3165e+00    9.5669e+00    7.2663e-01    8.6514e+00    2.8889e+02    3.7662e-01    2.3046e-01    6.2947e-01    8.6001e+00    1.2263e+02    4.7567e-01    4.1222e-01    7.4369e-01    8.6612e+00    3.2054e+02    3.5465e-01    2.1273e-01    6.2821e-01    8.6211e+00    1.2170e+02    4.7772e-01    4.1466e-01    7.3747e-01    8.6550e+00    3.0880e+02    3.6271e-01    2.1892e-01    6.3222e-01    8.5529e+00    1.2463e+02    4.7139e-01    4.0697e-01    7.5356e-01    8.6820e+00    3.3992e+02    3.4187e-01    2.0345e-01    1.5990e-01    8.4010e-01    1.0639e-01    8.9361e-01    2.3703e-01    7.6297e-01    6.2092e-01    9.9861e-01    2.6805e-01    4.3109e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.1182e+01    2.1482e+00    9.3345e+00    7.1426e-01    7.6575e+00    2.7318e+02    3.6130e-01    2.1894e-01    6.3702e-01    7.8387e+00    1.2149e+02    4.6225e-01    3.9217e-01    7.2752e-01    7.6244e+00    3.0095e+02    3.3958e-01    2.0213e-01    6.3619e-01    7.8881e+00    1.2072e+02    4.6491e-01    3.9519e-01    7.2302e-01    7.6300e+00    2.9138e+02    3.4686e-01    2.0752e-01    6.3872e-01    7.7531e+00    1.2287e+02    4.5787e-01    3.8688e-01    7.3445e-01    7.6302e+00    3.1617e+02    3.2850e-01    1.9441e-01    1.5477e-01    8.4523e-01    1.0669e-01    8.9331e-01    2.2241e-01    7.7759e-01    6.2539e-01    9.6624e-01    2.9112e-01    4.4979e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.2506e+01    1.9900e+00    8.7502e+00    6.8663e-01    7.0661e+00    2.4425e+02    3.6051e-01    2.2438e-01    6.1366e-01    7.2050e+00    1.1523e+02    4.5526e-01    3.8471e-01    6.9958e-01    7.0399e+00    2.6865e+02    3.3963e-01    2.0763e-01    6.1267e-01    7.2408e+00    1.1464e+02    4.5718e-01    3.8711e-01    6.9557e-01    7.0437e+00    2.6091e+02    3.4614e-01    2.1258e-01    6.1520e-01    7.1476e+00    1.1643e+02    4.5177e-01    3.8039e-01    7.0550e-01    7.0431e+00    2.8036e+02    3.3019e-01    2.0078e-01    1.5905e-01    8.4095e-01    1.1388e-01    8.8612e-01    2.2028e-01    7.7972e-01    5.9029e-01    8.9642e-01    2.9663e-01    4.5047e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.3854e+01    2.0355e+00    8.2604e+00    6.4151e-01    6.3334e+00    2.1592e+02    3.6226e-01    2.2680e-01    5.7527e-01    6.3653e+00    1.0113e+02    4.5264e-01    3.8627e-01    6.5400e-01    6.3270e+00    2.3898e+02    3.4123e-01    2.0933e-01    5.7450e-01    6.3828e+00    1.0043e+02    4.5449e-01    3.8858e-01    6.5000e-01    6.3268e+00    2.3147e+02    3.4798e-01    2.1466e-01    5.7687e-01    6.3310e+00    1.0241e+02    4.4919e-01    3.8202e-01    6.5995e-01    6.3341e+00    2.5052e+02    3.3126e-01    2.0182e-01    1.6728e-01    8.3272e-01    1.1864e-01    8.8136e-01    2.3360e-01    7.6640e-01    5.7746e-01    8.4151e-01    2.8370e-01    4.1342e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.5292e+01    2.1387e+00    7.6502e+00    6.3238e-01    6.1574e+00    1.8962e+02    3.6852e-01    2.4512e-01    5.7285e-01    6.1165e+00    9.4355e+01    4.6178e-01    3.9329e-01    6.4437e-01    6.1662e+00    2.0995e+02    3.4538e-01    2.2702e-01    5.7151e-01    6.1385e+00    9.3557e+01    4.6460e-01    3.9618e-01    6.4039e-01    6.1601e+00    2.0298e+02    3.5310e-01    2.3283e-01    5.7536e-01    6.0814e+00    9.5854e+01    4.5676e-01    3.8817e-01    6.5029e-01    6.1828e+00    2.2090e+02    3.3394e-01    2.1868e-01    1.7585e-01    8.2415e-01    1.2203e-01    8.7797e-01    2.5014e-01    7.4986e-01    5.6750e-01    7.7465e-01    2.6534e-01    3.6220e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.6657e+01    2.1520e+00    8.0926e+00    6.7842e-01    6.9253e+00    2.1087e+02    3.7157e-01    2.4722e-01    6.0922e-01    6.7571e+00    1.0182e+02    4.6163e-01    3.9889e-01    6.9182e-01    6.9599e+00    2.3335e+02    3.5014e-01    2.2974e-01    6.0841e-01    6.7789e+00    1.0125e+02    4.6349e-01    4.0103e-01    6.8723e-01    6.9448e+00    2.2552e+02    3.5751e-01    2.3545e-01    6.1094e-01    6.7230e+00    1.0309e+02    4.5799e-01    3.9473e-01    6.9891e-01    6.9909e+00    2.4583e+02    3.3884e-01    2.2141e-01    1.7088e-01    8.2912e-01    1.1784e-01    8.8216e-01    2.4490e-01    7.5510e-01    5.9877e-01    8.4902e-01    2.7824e-01    3.9452e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.7887e+01    2.0858e+00    8.5628e+00    6.6910e-01    6.5325e+00    2.3389e+02    3.6536e-01    2.1832e-01    5.8702e-01    6.4702e+00    1.0429e+02    4.6399e-01    3.8286e-01    6.8504e-01    6.5456e+00    2.6100e+02    3.4114e-01    2.0050e-01    5.8548e-01    6.4868e+00    1.0343e+02    4.6633e-01    3.8544e-01    6.7985e-01    6.5388e+00    2.5191e+02    3.4912e-01    2.0608e-01    5.8996e-01    6.4439e+00    1.0589e+02    4.5969e-01    3.7831e-01    6.9267e-01    6.5611e+00    2.7511e+02    3.2928e-01    1.9257e-01    1.7302e-01    8.2698e-01    1.2141e-01    8.7859e-01    2.4360e-01    7.5640e-01    5.8818e-01    8.5033e-01    2.8200e-01    4.0768e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.9115e+01    2.0237e+00    8.5111e+00    6.6099e-01    6.4818e+00    2.3053e+02    3.6316e-01    2.1946e-01    5.7385e-01    6.3545e+00    1.0241e+02    4.5756e-01    3.8290e-01    6.7783e-01    6.5085e+00    2.5737e+02    3.4009e-01    2.0184e-01    5.7244e-01    6.3673e+00    1.0150e+02    4.5992e-01    3.8549e-01    6.7253e-01    6.4979e+00    2.4870e+02    3.4738e-01    2.0715e-01    5.7622e-01    6.3323e+00    1.0398e+02    4.5353e-01    3.7850e-01    6.8563e-01    6.5291e+00    2.7056e+02    3.2946e-01    1.9441e-01    1.7316e-01    8.2684e-01    1.2342e-01    8.7658e-01    2.4027e-01    7.5973e-01    5.7264e-01    9.0230e-01    2.8296e-01    4.4586e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    5.0370e+01    1.9442e+00    8.0702e+00    5.9209e-01    5.6325e+00    2.0665e+02    3.6264e-01    2.1418e-01    5.1603e-01    5.3393e+00    9.3951e+01    4.5122e-01    3.6237e-01    6.0701e-01    5.6947e+00    2.3057e+02    3.4090e-01    1.9807e-01    5.1534e-01    5.3523e+00    9.3461e+01    4.5301e-01    3.6414e-01    6.0242e-01    5.6732e+00    2.2308e+02    3.4758e-01    2.0275e-01    5.1740e-01    5.3164e+00    9.4883e+01    4.4800e-01    3.5910e-01    6.1376e-01    5.7322e+00    2.4189e+02    3.3120e-01    1.9158e-01    1.7505e-01    8.2495e-01    1.2675e-01    8.7325e-01    2.3970e-01    7.6030e-01    5.1513e-01    8.0724e-01    2.6496e-01    4.1520e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    5.1869e+01    1.8821e+00    6.6796e+00    5.2590e-01    4.5658e+00    1.4164e+02    3.7256e-01    2.4378e-01    4.7685e-01    4.6558e+00    7.1495e+01    4.6448e-01    3.9438e-01    5.3719e-01    4.5439e+00    1.5875e+02    3.4645e-01    2.2253e-01    4.7586e-01    4.6834e+00    7.0947e+01    4.6732e-01    3.9763e-01    5.3392e-01    4.5459e+00    1.5363e+02    3.5398e-01    2.2834e-01    4.7844e-01    4.6159e+00    7.2418e+01    4.6000e-01    3.8927e-01    5.4182e-01    4.5480e+00    1.6632e+02    3.3592e-01    2.1473e-01    1.9615e-01    8.0385e-01    1.4503e-01    8.5497e-01    2.6284e-01    7.3716e-01    4.6873e-01    6.5298e-01    2.4905e-01    3.4694e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    5.3650e+01    2.0120e+00    5.8131e+00    5.0613e-01    4.0025e+00    1.0797e+02    3.8731e-01    2.7045e-01    4.6215e-01    4.2401e+00    5.8525e+01    4.7412e-01    4.2012e-01    5.1727e-01    3.9390e+00    1.2120e+02    3.6055e-01    2.4528e-01    4.6158e-01    4.2742e+00    5.8139e+01    4.7659e-01    4.2369e-01    5.1365e-01    3.9543e+00    1.1682e+02    3.6919e-01    2.5289e-01    4.6342e-01    4.1924e+00    5.9254e+01    4.6979e-01    4.1436e-01    5.2271e-01    3.9244e+00    1.2802e+02    3.4771e-01    2.3462e-01    2.1109e-01    7.8891e-01    1.5086e-01    8.4914e-01    2.9162e-01    7.0838e-01    4.6354e-01    6.3447e-01    2.3039e-01    3.1535e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    5.5263e+01    2.1195e+00    6.7433e+00    6.0913e-01    4.4173e+00    1.5047e+02    3.6964e-01    2.2694e-01    5.3288e-01    4.3170e+00    7.1877e+01    4.5912e-01    3.7524e-01    6.2703e-01    4.4427e+00    1.7044e+02    3.4322e-01    2.0677e-01    5.3180e-01    4.3448e+00    7.1252e+01    4.6206e-01    3.7880e-01    6.2094e-01    4.4292e+00    1.6351e+02    3.5211e-01    2.1314e-01    5.3528e-01    4.2819e+00    7.3033e+01    4.5415e-01    3.6960e-01    6.3635e-01    4.4716e+00    1.8153e+02    3.2972e-01    1.9764e-01    2.0258e-01    7.9742e-01    1.4136e-01    8.5864e-01    2.8626e-01    7.1374e-01    5.3451e-01    8.1378e-01    2.5218e-01    3.8394e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    5.6650e+01    2.3122e+00    8.5377e+00    7.3039e-01    5.7496e+00    2.3773e+02    3.6042e-01    1.9475e-01    6.3593e-01    5.5666e+00    1.0031e+02    4.6083e-01    3.5688e-01    7.4962e-01    5.7899e+00    2.6803e+02    3.3425e-01    1.7764e-01    6.3418e-01    5.5831e+00    9.9281e+01    4.6396e-01    3.5994e-01    7.4264e-01    5.7724e+00    2.5676e+02    3.4376e-01    1.8355e-01    6.3972e-01    5.5322e+00    1.0252e+02    4.5452e-01    3.5050e-01    7.6048e-01    5.8281e+00    2.8656e+02    3.1970e-01    1.6901e-01    1.8066e-01    8.1934e-01    1.2083e-01    8.7917e-01    2.6532e-01    7.3468e-01    6.2250e-01    9.8289e-01    2.6923e-01    4.2510e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    5.7823e+01    2.1361e+00    1.0342e+01    8.1903e-01    7.7961e+00    3.3512e+02    3.5772e-01    1.8873e-01    6.9935e-01    7.7640e+00    1.2956e+02    4.6639e-01    3.7472e-01    8.4031e-01    7.8024e+00    3.7505e+02    3.3253e-01    1.7221e-01    6.9765e-01    7.8394e+00    1.2823e+02    4.6953e-01    3.7941e-01    8.3323e-01    7.7906e+00    3.6149e+02    3.4085e-01    1.7730e-01    7.0250e-01    7.6684e+00    1.3196e+02    4.6088e-01    3.6753e-01    8.5092e-01    7.8345e+00    3.9614e+02    3.2033e-01    1.6512e-01    1.6262e-01    8.3738e-01    1.1302e-01    8.8698e-01    2.3094e-01    7.6906e-01    6.9775e-01    1.1330e+00    3.2664e-01    5.3038e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    5.8938e+01    2.1235e+00    1.0751e+01    7.8951e-01    9.3313e+00    3.5777e+02    3.5409e-01    2.0686e-01    6.9644e-01    8.9773e+00    1.5238e+02    4.5605e-01    3.7073e-01    8.0376e-01    9.3894e+00    3.9150e+02    3.3439e-01    1.9344e-01    6.9519e-01    8.9986e+00    1.5142e+02    4.5807e-01    3.7275e-01    7.9906e-01    9.3673e+00    3.8012e+02    3.4093e-01    1.9771e-01    6.9826e-01    8.9311e+00    1.5423e+02    4.5200e-01    3.6672e-01    8.1092e-01    9.4323e+00    4.0915e+02    3.2475e-01    1.8735e-01    1.4105e-01    8.5895e-01    9.7733e-02    9.0227e-01    2.0153e-01    7.9847e-01    6.8381e-01    1.0542e+00    3.2202e-01    4.9643e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    6.0315e+01    1.8642e+00    9.3315e+00    6.7939e-01    7.3845e+00    2.6948e+02    3.5752e-01    2.1509e-01    6.0914e-01    7.6217e+00    1.2658e+02    4.5753e-01    3.7582e-01    6.9095e-01    7.3430e+00    2.9448e+02    3.3697e-01    1.9958e-01    6.0813e-01    7.6587e+00    1.2588e+02    4.5934e-01    3.7827e-01    6.8769e-01    7.3506e+00    2.8723e+02    3.4283e-01    2.0377e-01    6.1061e-01    7.5744e+00    1.2773e+02    4.5454e-01    3.7226e-01    6.9556e-01    7.3369e+00    3.0498e+02    3.2876e-01    1.9392e-01    1.4894e-01    8.5106e-01    1.1003e-01    8.8997e-01    2.0029e-01    7.9971e-01    6.1517e-01    8.3679e-01    3.3000e-01    4.4889e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    6.1783e+01    1.7698e+00    7.7964e+00    6.1776e-01    5.6419e+00    1.9084e+02    3.6369e-01    2.2817e-01    5.5378e-01    5.8334e+00    9.3228e+01    4.5848e-01    3.8489e-01    6.3023e-01    5.6021e+00    2.1111e+02    3.4072e-01    2.0971e-01    5.5292e-01    5.8466e+00    9.2718e+01    4.6017e-01    3.8672e-01    6.2691e-01    5.6111e+00    2.0557e+02    3.4691e-01    2.1443e-01    5.5536e-01    5.8146e+00    9.4125e+01    4.5570e-01    3.8186e-01    6.3474e-01    5.5917e+00    2.1894e+02    3.3222e-01    2.0344e-01    1.7194e-01    8.2806e-01    1.3049e-01    8.6951e-01    2.2512e-01    7.7488e-01    5.4299e-01    8.2319e-01    3.0681e-01    4.6514e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    6.3238e+01    1.6673e+00    7.3272e+00    6.1082e-01    5.7376e+00    1.7101e+02    3.8140e-01    2.5123e-01    5.4815e-01    5.7884e+00    8.2489e+01    4.7267e-01    4.1236e-01    6.2444e-01    5.7259e+00    1.9152e+02    3.5693e-01    2.3016e-01    5.4713e-01    5.8055e+00    8.1917e+01    4.7447e-01    4.1476e-01    6.2117e-01    5.7259e+00    1.8641e+02    3.6289e-01    2.3498e-01    5.4974e-01    5.7671e+00    8.3335e+01    4.7007e-01    4.0900e-01    6.2874e-01    5.7284e+00    1.9849e+02    3.4900e-01    2.2397e-01    1.8816e-01    8.1184e-01    1.4746e-01    8.5254e-01    2.3864e-01    7.6136e-01    5.5092e-01    7.6678e-01    3.3043e-01    4.5990e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    6.5017e+01    1.7163e+00    6.7251e+00    5.9314e-01    5.4722e+00    1.4581e+02    3.8603e-01    2.7288e-01    5.3895e-01    5.8216e+00    7.6255e+01    4.7709e-01    4.3293e-01    6.0522e-01    5.3897e+00    1.6222e+02    3.6122e-01    2.4938e-01    5.3773e-01    5.8457e+00    7.5742e+01    4.7908e-01    4.3560e-01    6.0221e-01    5.4075e+00    1.5794e+02    3.6755e-01    2.5505e-01    5.4053e-01    5.7840e+00    7.7023e+01    4.7400e-01    4.2888e-01    6.0927e-01    5.3708e+00    1.6817e+02    3.5274e-01    2.4206e-01    1.9091e-01    8.0909e-01    1.4754e-01    8.5246e-01    2.4534e-01    7.5466e-01    5.2918e-01    7.1632e-01    3.0833e-01    4.1736e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    6.6714e+01    1.6658e+00    7.0980e+00    6.0361e-01    5.2534e+00    1.6219e+02    3.7825e-01    2.4466e-01    5.4484e-01    5.3941e+00    8.0745e+01    4.7144e-01    4.0049e-01    6.1635e-01    5.2210e+00    1.8095e+02    3.5331e-01    2.2392e-01    5.4368e-01    5.4112e+00    8.0240e+01    4.7329e-01    4.0276e-01    6.1332e-01    5.2262e+00    1.7628e+02    3.5938e-01    2.2868e-01    5.4647e-01    5.3693e+00    8.1498e+01    4.6869e-01    3.9716e-01    6.2034e-01    5.2172e+00    1.8734e+02    3.4525e-01    2.1783e-01    1.8726e-01    8.1274e-01    1.4672e-01    8.5328e-01    2.3764e-01    7.6236e-01    5.4728e-01    7.5695e-01    3.2853e-01    4.5439e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    6.8326e+01    1.6853e+00    7.3883e+00    5.9309e-01    5.4603e+00    1.7400e+02    3.7759e-01    2.3885e-01    5.2205e-01    5.4233e+00    8.1202e+01    4.7221e-01    4.0044e-01    6.0824e-01    5.4689e+00    1.9532e+02    3.5229e-01    2.1875e-01    5.2113e-01    5.4447e+00    8.0658e+01    4.7441e-01    4.0300e-01    6.0449e-01    5.4630e+00    1.8990e+02    3.5850e-01    2.2341e-01    5.2349e-01    5.3970e+00    8.2043e+01    4.6904e-01    3.9680e-01    6.1325e-01    5.4801e+00    2.0277e+02    3.4403e-01    2.1276e-01    1.8680e-01    8.1320e-01    1.4556e-01    8.5444e-01    2.3831e-01    7.6169e-01    5.2386e-01    7.9645e-01    3.1083e-01    4.7258e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    6.9837e+01    2.0373e+00    7.0599e+00    5.7948e-01    5.0911e+00    1.6017e+02    3.8020e-01    2.4119e-01    5.1436e-01    4.9631e+00    7.5204e+01    4.7139e-01    3.9757e-01    5.9385e-01    5.1214e+00    1.8028e+02    3.5521e-01    2.2123e-01    5.1357e-01    4.9759e+00    7.4634e+01    4.7380e-01    4.0002e-01    5.8917e-01    5.1092e+00    1.7362e+02    3.6330e-01    2.2737e-01    5.1606e-01    4.9440e+00    7.6268e+01    4.6707e-01    3.9329e-01    6.0088e-01    5.1446e+00    1.9068e+02    3.4321e-01    2.1248e-01    1.9141e-01    8.0859e-01    1.3588e-01    8.6412e-01    2.6666e-01    7.3334e-01    5.2262e-01    8.1384e-01    2.5652e-01    3.9946e-01    
